volunteer_id,college,major,major_group,rank,alignment_score,province,rationale,final_reason,strength_evidence_summary,score_total,tier,tag_labels
1404-014,山西大学(“双一流”建设高校),数学与应用数学,math_stat_info,39138,95,山西,"Official course system lists analysis, algebra, geometry, probability, ODE, abstract algebra, differential geometry, topology, PDE, complex, real and functional analysis.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,Official pages state national first-class math major and a strong math platform including first-level master and doctoral authorization plus postdoc station and multiple research platforms.,,,applied_statistics_prof_master;math_esi_signal_from_official_college_intro;math_postdoc_station;mathematics_first_level_doctoral;mathematics_first_level_master;moe_key_lab_complex_systems_data_science;national_first_class_undergrad_major;national_tianyuan_math_northwest_center_shanxi_base;provincial_foundation_top_student_base;provincial_math_platforms;scientific_research_training;shanxi_foundation_top_student_base;shanxi_key_discipline;statistics_first_level_master;低偏离负担;数学主线干净;数学核心强;需自学 AI;需自学 CS;需自学系统
1404-018,山西大学(“双一流”建设高校),人工智能,ai_intelligent_science,39616,74,山西,"Official AI plan includes ML/DL, algorithms, statistics and high-level research platforms, but also engineering application, Java/open-source architecture, control and deployment load.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,Official AI plan lists ML DL algorithms statistics and multiple AI or big-data research platforms; direct CS/AI degree-platform page was not verified from accessible sources in this pass.,,,big_data_mining_collaborative_innovation_center;computational_intelligence_and_chinese_information_processing_moe_key_lab;control_and_deployment_load;data_intelligence_cognitive_computing_key_lab;degree_platform_not_confirmed;high_level_ai_research_platforms;ml_dl_algorithms_statistics_courses;official_ai_training_plan;self_study_freedom_unclear;shanxi_university_ai_and_big_data_platform_context;AI 理论路径;ML/DL 基础;OS/体系结构/算法;博士点/博士平台;双一流;科研训练;应用/就业导向重
3238-020,南京财经大学,数学与应用数学,math_stat_info,39846,70,江苏,"The official plan has real math, modeling, data-analysis and programming aims, but explicitly includes economics/finance basics and a finance-university context, so it needs audit rather than automatic keep.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,Official major page supports math modeling data analysis and programming training but no direct math or CS postgraduate platform or discipline-strength page was found in this pass.,,,computer_programming;data_analysis;degree_platform_not_found;finance_university_context;innovation_problem_solving;math_modeling;math_modeling_data_analysis_programming_training;official_major_plan;仅专业简介;数学+计算;数学核心强;需自学 AI;需自学系统;金融/商业负担
3523-017,华侨大学,计算机科学与技术,cs,40006,70,福建,"The downloaded official page is mostly a training-plan attachment shell with college and CS-department signals, so the row remains plausible but not locally confirmed enough to keep.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,Official college intro states CS national first-class major and engineering accreditation plus provincial key discipline and ESI top 5 per mille; current master platforms are software engineering and electronic information with historical CS first-level master evidence.,,,big_data_intelligence_security_key_lab;computer_science_esi_top_5_permille;computer_technology_innovation_labs;computer_vision_machine_learning_key_lab;electronic_information_professional_master;engineering_education_accreditation;fujian_and_xiamen_digital_platforms;fujian_key_discipline;fujian_key_labs;historical_cs_first_level_master;national_first_class_undergrad_major;provincial_key_discipline;software_engineering_academic_master;仅专业简介;培养方案缺证;证据弱;CS 系统/理论路径;需自学 AI;博士点/博士平台;软件工程硕士平台
3113-003,上海第二工业大学,智能科学与技术,ai_intelligent_science,40395,72,上海,Local DOCX exposes a CS systems curriculum with OS architecture algorithms and compilers but also embedded/software delivery modules and the artifact text does not match the row major name.,Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,Official DOCX URL was accessible and local evidence shows a CS systems curriculum signal but the artifact does not match the row major name; related SSPU list pages returned HTTP 410 so major-specific strength labels remain unverified.,,,cs_systems_curriculum_signal;major_specific_evidence_not_found;official_docx_available_but_source_mismatch;practice_project_training;shanghai_applied_undergraduate_context;software_and_embedded_system_modules;sspu_pages_410;来源错配风险;CS 系统/理论路径;OS/体系结构/算法;应用/就业导向重;软件就业训练负担
6301-017,青海大学(“双一流”建设高校),计算机科学与技术,cs,40838,84,青海,Official CS training-plan page supports a standard computing path; local text lacks extracted course detail but the major direction is in-scope and not visibly off-scope.,Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,"Official招生 page says the computer college obtained a 计算机技术 professional master platform in 2014, later adjusted to electronic information with computer technology and AI fields; the official CS plan supports a standard CS route. No CS doctoral or discipline-evaluation label was found in the targeted pass.",,,electronic_information_master_computer_ai;electronic_information_professional_master_computer_ai;professional_master_platform;provincial_teaching_team;qinghai_regional_cs_first_batch_signal;CS 系统/理论路径;OS/体系结构/算法;低偏离负担;需自学 AI;211工程;升学信号;双一流
1216-028,天津工业大学(“双一流”建设高校),数学类,math_stat_info,40868,77,天津,Official math-college intro shows math applied math information-computing and statistics with doctoral/postdoc platforms,Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,"Official math-college pages state that mathematics has a first-level doctoral program, math/statistics first-level master programs, a math postdoctoral station, and that math and applied math is a national first-class undergraduate major. The school article also mentions 本硕博贯通式培养 and 数学英才班/卓越算法工程师班/卓越数据分析班.",,,master_doctoral_continuum;math_doctoral_platform;math_elite_algorithm_data_classes;math_elite_class;math_master;math_modeling_competition_strength;math_phd;math_postdoc;math_postdoctoral_platform;national_first_class_undergrad_math;statistics_master;tiangong_double_first_feature_discipline_group;tianjin_key_discipline;tianjin_math_key_discipline;仅专业简介;数学主线干净;数学核心强;需自学系统;升学信号;博士点/博士平台
4521-013,桂林电子科技大学,计算机科学与技术,cs,40898,74,广西,The local artifact for this row actually describes an information-and-computing-science plan with mathematical analysis algebra probability numerical analysis and algorithms,Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,"Official college/admission pages directly support the listed CS row: CS began in 1980, is a national first-class undergraduate major, national特色/综合改革试点, engineering-accredited, and the college has CS first-level doctoral/master platforms plus professional masters including computer technology and AI. The official专业介绍 also reports 2023学科评估B and Soft科 A/rank-51 evidence.",,,ESI_top1_percent;ai_master;computer_technology_master;cs_master;cs_phd;cs_phd_master_platform;cybersecurity_master;cybersecurity_phd;excellent_engineer_program;first_class_courses;guangxi_earliest_cs_undergrad;guangxi_first_class_cybersecurity_discipline;national_first_class_undergrad_cs;national_professional_comprehensive_reform;national_teaching_team;national特色专业;professional_master_platform;softke_A_or_rank51;来源错配风险;数值计算/科学计算
2242-005,延边大学(“双一流”建设高校),计算机科学与技术,cs,41960,72,吉林,Training plan supports a conventional CS route with math and computing fundamentals,Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,"Official工学院 pages say the CS major has a first-level CS master authorization and engineering master authorization, with intelligent information processing, network/security and embedded-system labs. Its strongest differentiator is regional NLP/朝鲜语言文字信息处理 rather than a broad CS doctoral or evaluation label.",,,cs_first_level_master;cs_master_platform;engineering_master;intelligent_information_processing_labs;korean_language_nlp_specialization;national_level_industry_education_platforms;provincial_demonstration_center;provincial_excellent_engineer_trial;regional_nlp_specialization;regional_specialization_not_general_ai_strength;CS 系统/理论路径;需自学 AI;211工程;升学信号;双一流;应用/就业导向重;软件就业训练负担
1138-010,北京信息科技大学,应用统计学,math_stat_info,42024,78,北京,"The plan centers on probability, mathematical statistics, regression, multivariate analysis and stochastic processes with useful data/ML practice, while finance/economics applications are present but not dominant.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,"Official应用统计学培养方案 supports probability/statistics/regression/data and ML coursework, and the school/college pages show an information-characteristic university with a related mathematics first-level master program. I did not find a major-specific statistics master/doctoral platform, national/provincial first-class applied-statistics label, or discipline-evaluation label.",,,information_characteristic_university;major_specific_hard_strength_not_found;probability_statistics_regression_ml_course_path;related_math_master_not_stats_specific;related_math_master_platform;statistics_data_ml_path;证据弱;ML/DL 基础;低偏离负担;数学+计算;数学核心强;需自学系统;金融/商业负担
5210-008,贵州大学(“双一流”建设高校),计算机科学与技术,cs,42648,82,贵州,2025培养方案列出离散数学、数据结构、组成、操作系统、数据库、网络、算法和编译原理，是较完整CS基础路径。,Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,"Official贵州大学 pages state computer science and technology is a provincial key discipline, has a CS first-level master authorization, related software doctoral and CS postdoctoral history, and that CS is among the national first-class undergraduate majors being strengthened for new engineering. The listed official CS plan URL from the input supports the standard CS course route but was not index-opened by the web tool in this pass.",,,cs_key_discipline;cs_master;cs_master_and_related_doctoral_platform;cs_postdoctoral_related;engineering_student_research_competition_support;guizhou_engineering_core_support;national_first_class_undergrad_cs;provincial_key_discipline;software_doctoral_related;CS 系统/理论路径;OS/体系结构/算法;需自学 AI;211工程;博士点/博士平台;双一流;应用/就业导向重
6130-007,西安理工大学,计算机科学与技术,cs,42968,73,陕西,Training-plan page shows a CS foundation and postgraduate platform,Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,"Official 2025/college pages state CS is an 陕西特色专业, 教育部卓越工程师计划专业, national first-class undergraduate major, engineering-accredited, and the college has a CS first-level doctoral program plus software/electronic-information graduate platforms. The same official page reports recent Soft科 top-30 and ESI global top-1% signals.",,,ESI_top1_percent;complete_bachelor_master_doctor_pipeline;cs_phd;cs_phd_master_platform;electronic_information_professional_master;excellent_engineer_program;national_first_class_undergrad_cs;regional_engineering_reputation;shaanxi特色专业;softke_top30;software_master;CS 系统/理论路径;需自学 AI;升学信号;工程认证;计科博士平台;应用/就业导向重;软件就业训练负担
5314-046,云南大学(“双一流”建设高校),智能科学与技术,ai_intelligent_science,43023,74,云南,"Rescued official plan shows solid intelligent-science/CS/AI content and doctoral platform, but compulsory electronics/control/robotics and application-system framing keep it in review.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,云南大学信息学院培养方案页列出智能科学与技术本科培养方案，并在同院导航中列明计算机科学与技术博士/硕士/博士后培养平台；适合标注为有CS博士平台支撑。,,,AI_and_intelligent_system_courses;ai_training_plan;computer_science_doctoral;double_first_class;electronics_control_course_load;information_communication_doctoral;official_2025_training_plan;relevant_school_platform;school_has_cs_doctoral_and_postdoc_platform;southwest_double_first_class_regional_recognition;AI 理论路径;211工程;博士点/博士平台;双一流;科研训练;计科博士平台;计科硕士平台;应用/就业导向重;机器人/控制绑定
4362-023,湘潭大学(“双一流”建设高校),统计学,math_stat_info,43046.75,72,湖南,"Official business-school page confirms a statistics doctoral/postdoc platform and research directions including probability and mathematical statistics, but undergraduate curriculum evidence is missing and economic/financial directions are prominent.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,湘潭大学商学院官网明确统计学为一级学科博士学位授权点，2012年获批统计学博士后科研流动站，并列有概率论与数理统计等研究方向。,,,business_school_context;double_first_class;hunan_double_first_class_regional_recognition;official_intro_lists_probability_and_mathematical_statistics_direction;statistics_discipline_platform;statistics_doctoral_admission_and_postdoc_platform;statistics_doctoral_platform;statistics_first_level_doctoral;statistics_postdoc_platform;statistics_postdoc_station;undergraduate_training_plan_missing;仅专业简介;培养方案缺证;需自学 CS;需自学系统;升学信号;博士点/博士平台;双一流;金融/商业负担
4362-039,湘潭大学(“双一流”建设高校),计算机科学与技术(韶峰班),cs,43046.75,84,湖南,"Official CS plan shows established CS platform, doctoral/master authorization and foundations such as systems, networks, databases, algorithms and ML electives; ??? label increases review value rather than risk.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,湘潭大学计网学院培养方案写明计科专业为首批国家一流本科专业建设点，通过工程教育认证，拥有博士、硕士、专业学位授权点及智能计算与信息处理教育部重点实验室；课程含数分、离散、OS、体系结构、编译、算法、AI和机器学习。,,,computer_science_doctoral;doctoral_master_professional_degree_authorization;double_first_class;education_ministry_key_lab;hunan_double_first_class_regional_recognition;moe_key_lab;national_engineering_education_accreditation;national_featured_major;professional_degree_authorization;software_project_management_load;training_plan_has_math_analysis_discrete_math_os_arch_compiler_algorithms_ai_ml;CS 系统/理论路径;ML/DL 基础;OS/体系结构/算法;升学信号;博士点/博士平台;双一流;国家一流专业;国家一流本科专业;工程认证
4058-012,武汉工程大学,人工智能,ai_intelligent_science,44276,72,湖北,"Official AI training plan has algorithms, OS/network, databases and ML/DL foundations, but the stated design/development/maintenance employment orientation keeps it below a clean math-first keep.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,武汉工程大学计算机学院人工智能培养方案覆盖离散数学、算法与数据结构、组成原理、网络、操作系统、数据库、机器学习、深度学习、机器视觉与综合设计；学院页有研究生/博士生培养入口，但未确认AI专业对应博士点。,,,ai_training_plan;college_page_has_doctoral_training_nav;college_research_platform;computer_science_related_master_and_doctoral_training_nav_present;cs_engineering_foundation;engineering_maintenance_orientation;major_first_class_not_confirmed;postgraduate_platform_present_at_college_level_not_major_specific;robotics_or_finance_direction_split;training_plan_has_discrete_math_data_structures_os_networks_database_ml_deep_learning_cv_ai_integrated_design;wuhan_optics_valley_regional_industry_context;AI 理论路径;ML/DL 基础;OS/体系结构/算法;应用/就业导向重
6143-002,西安邮电大学,智能科学与技术,ai_intelligent_science,45152,70,陕西,Training plan includes AI/intelligent-science foundations,Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,西安邮电大学智能科学与技术培养方案以智能信息处理、智能系统与控制为主要方向，课程含操作系统、数据结构、人工智能、模式识别、机器学习、机器视觉、自然语言处理、机器人控制等；学位平台需另核学院正式学科页。,,,ai_foundation;control_information_processing特色;control_science_related_platform;degree_platform_uncertain;intelligent_science_training_plan;major_or_college_first_class_status_not_confirmed;major_specific_doctoral_platform_not_confirmed;postgraduate_platform_uncertain_from_plan_source;training_plan_has_discrete_math_os_data_structures_ai_pattern_recognition_ml_cv_nlp_robot_control;xian_post_telecom_information_industry_recognition;AI 理论路径;ML/DL 基础;需自学系统;应用/就业导向重;机器人/控制绑定
0008-027,浙江理工大学(省重点建设高校),计算机科学与技术,cs,45268,70,浙江,Original local evidence was from zjut.edu.cn and mismatched the college name; official Zhejiang Sci-Tech intro supports a CS/software/algorithm route but lacks course-plan detail.,Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,本地证据文件实际来自浙江工业大学cs.zjut.edu.cn而非浙江理工大学，虽能证明一个完整计科培养方案含OS、网络、数据库、编译、算法等，但不能直接作为浙江理工大学证据；需用浙江理工官网重抓。,,,cs_systems_training_plan;degree_platform_requires_official_zstu_recheck;first_class_major_not_confirmed_in_used_source;official_training_plan_present;official_zstu_evidence_missing;postgraduate_platform_not_confirmed_in_used_source;source_file_mentions_zjut_not_zstu;training_plan_has_data_structures_os_network_database_compiler_algorithm_design_software_engineering;zhejiang_hangzhou_regional_recognition;zstu_official_identity_repaired;仅专业简介;来源错配风险;证据弱;CS 系统/理论路径;OS/体系结构/算法;省重点/省部共建;应用/就业导向重;软件就业训练负担
2122-009,东北财经大学,应用统计学,math_stat_info,45280,70,辽宁,"Applied Statistics is mathematically relevant, but the intro traces securities/futures roots and lacks a current training plan.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,东北财经大学统计学院官网应用统计学页说明本专业2021年入选国家级一流本科专业建设点，侧重统计学基本理论、概率论与数理统计、程序开发、统计软件、大数据和金融市场数据分析；学院导航含硕士、博士、博士后培养入口。,,,college_has_master_doctor_postdoc_training_sections;dongbei_finance_economics_statistics_reputation;official_intro_emphasizes_probability_mathematical_statistics_programming_statistical_software_big_data_and_financial_market_data_analysis;statistics_bachelor_master_doctor_postdoc_nav_present;statistics_discipline_platform;statistics_finance_reputation;statistics_school_postgraduate_platform;仅专业简介;培养方案缺证;证据弱;数学核心强;需自学 AI;需自学 CS;升学信号;国家一流专业;国家一流本科专业;金融/商业负担
0004-033,浙江师范大学(省重点建设高校),计算机科学与技术,cs,45335,72,浙江,"Official DOC exists but was not locally text-readable; major name and source imply a standard CS foundation path, so keep for audit rather than drop.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,官方学院页显示CS博士点和博士后流动站以及电子信息硕士方向;就业网页面补充CS国家级一流本科专业和研究生规模。课程表仍未直接读取。,,,postdoc_station;provincial_key_discipline;research_path_unclear;research_publication_signal;self_study_freedom_unclear;training_plan_not_text_readable;国家级一流本科专业;学院列出AI和高可信计算等研究方向并有高水平论文会议信号;本硕博培养体系;浙江省重点建设高校;电子信息硕士点含人工智能和大数据方向;省内师范类强校平台;省级重中之重学科或重点学科信号;硕士博士毕业生规模可见;计算机科学与技术一级学科博士点;计算机科学与技术博士后科研流动站;培养方案缺证;CS 系统/理论路径;OS/体系结构/算法;需自学 AI
4014-004,湖北工业大学,计算机科学与技术(拔尖创新人才实验班),cs,46033,84,湖北,"Official college intro shows a small AI innovation class with systems core, AI frontier courses, dual mentors and research training, but also industry project practice and only intro-level evidence.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,官方系部介绍直接覆盖拔尖班目标、双导师、科研训练、系统课程和AI前沿课程;同页确认CS国家一流和工程认证。,,,dual_mentor;employment_engineering_orientation;honors_innovation_class;industry_project_practice_load;systems_ai_research_training;低年级学术启蒙到高年级科研团队;双导师;学院有硕士研究生复试录取细则和研究生培养入口;平均保研考研升学率25%以上为官方专业介绍口径;拔尖班小班化;未见CS一级博士点硬证据;湖北工科高校和武汉区域工程实践平台;湖北省品牌专业;系统核心和大模型具身智能课程;计算机科学与技术为国家级一流本科专业建设点;通过工程教育认证;仅专业简介;CS 系统/理论路径;ML/DL 基础;OS/体系结构/算法
0004-031,浙江师范大学(省重点建设高校),信息与计算科学,math_stat_info,46206,86,浙江,Information and Computing Science is a clean math-computation primary path; binary official plan prevents high evidence confidence.,Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,官方数学学院页确认数学博士点、博士后和硕士点;学院材料显示信息与计算科学为国家一流本科专业建设点。原培养方案附件仍不可文本核验。,,,clean_math_computation_path;cs_systems_depth_unclear;math_doctoral_platform;math_research_institutes;postdoc_station;research_path_unclear;training_plan_not_text_readable;信息与计算科学国家一流本科专业建设点;国家111计划创新引智基地信号;多个数学研究机构;教育博士数学方向可见;数学一级学科博士点;数学一级学科硕士点;数学交叉科学研究院筹;数学博士后科研流动站;数学本硕博平台完整;数学省一流学科A类信号;浙江省重点建设高校;电子信息大数据方向专硕;省内数学师范和应用数学平台较强
4305-046,长沙理工大学,数学与应用数学(创新班),math_stat_info,47144,91,湖南,"Official innovation-class plan is strongly math-first, research-oriented, and supported by a math doctoral platform with little irrelevant load.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,官方创新班培养方案直接写明重基础强科研、依托数学博士点和湖南国家应用数学中心、双导师与科研训练;课程结构数学主干清晰。,,,ai_systems_gap;dual_mentor;honors_innovation_class;math_first_core;可用竞赛论文置换学分;学业科研双导师;应用数学和计算数学硕士历史;数学ESI全球前1%信号;数学一级学科博士点;数学一级学科硕士点;数学与应用数学国家一流专业建设点;数学研究训练与学术论文写作;本硕博贯通培养和数学一级学科博士点建设招生信号;湖南国家应用数学中心依托平台;湖南省交通电力行业高校中的数学应用平台;鼓励参与教师科研项目;低偏离负担;数学主线干净;数学核心强;需自学 AI
5024-008,重庆理工大学,计算机科学与技术,cs,47382,72,重庆,"The official page confirms CS training-plan PDFs exist, but the readable artifact exposes attachment links rather than course tables, so it remains review despite plausible CS alignment.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,官方招生页确认CS国家一流、特色专业和工程认证;学院简介/招生页支持硕士平台。博士授权对应关系和培养方案细节需人工核对。,,,2023年通过工程教育专业认证;cs_master_platform;research_path_unclear;standard_cs_core;training_plan_not_text_readable;国家级一流本科专业;国家级特色专业;学院有研究生培养和硕士点平台;学院简介提到学科博士和硕士授权点但具体对应关系需复核;官方训练计划链接存在但课程表未完全抽取;招生页强调复杂计算机系统能力;计算机科学与技术一级学科硕士点;重庆市一流专业;重庆市大数据智能化相关专业平台;培养方案缺证;CS 系统/理论路径;国家一流专业;工程认证
0008-005,浙江理工大学(省重点建设高校),数学类,math_stat_info,47676,78,浙江,"Official Zhejiang Sci-Tech math intro supports a strong math/information-computing category, but the original artifact mismatch and lack of full training plan cap it at review.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,官方理学院和数学系页面支持数学类平台、数学硕士点、省一流学科和数计方向;但原输入URL指向浙江工业大学教务处而非浙江理工大学。,,,cs_systems_depth_unclear;math_computation_path;math_master_platform;national_first_class_math_major;provincial_first_class_discipline;source_mismatch_in_input;专业介绍含数值计算、算法设计、数据分析、计算机信息处理等方向;信息与计算科学浙江省一流建设专业;合作拥有统计学和软件工程一级学科硕士点;数学一级学科硕士点;数学与应用数学国家级一流本科专业;数学和软件工程相关硕士点可支撑继续深造;数学省一流学科A类;浙江理工理学院数学系区域应用数学平台;浙江省重点建设高校;仅专业简介;来源错配风险;证据弱;数学+计算;数学主线干净
6504-028,新疆大学(“双一流”建设高校),计算机科学与技术,cs,47927,70,新疆,"The official page confirms a 2024 CS plan under a strong college platform, but readable text does not expose course details, so it is a platform-backed review.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,官方学院简介确认CS国家一流建设学科、博士点、博士后和国家一流本科专业;历史沿革确认第二轮国家一流建设学科。,,,double_first_class_discipline;postdoc_station;strong_research_platform;training_plan_not_text_readable;博士招生和硕博连读公示可见;双一流建设高校;学院有人工智能研究院和多个大数据可视化等研究室信号;本硕博平台完整;西北区域计算机学科高平台;计算机科学与技术一级学科博士点;计算机科学与技术博士后流动站;计算机科学与技术和信息与通信工程一级学科硕士点;计算机科学与技术国家一流建设学科;计算机科学与技术国家一流本科建设专业;培养方案缺证;CS 系统/理论路径;211工程;博士点/博士平台;双一流;国家一流专业
4058-019,武汉工程大学,计算机类,cs,47999,73,湖北,"The CS plan contains standard systems and algorithms foundations, but the category includes software/digital-media variants and the plan emphasizes application systems, project management and operations.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,官方学院简介支持硕博招生、软件工程国家一流和工程认证、CS省一流;另有学院项目页称CS国家一流但需以招生口径复核。计算机类包含多个方向。,,,cs_national_first_class_claim_needs_review;engineering_accreditation_signal;master_doctor_training_presence;provincial_or_national_major_signal;software_ai_platform;学院在计算机和人工智能领域招收本科、硕士、博士研究生;学院硕博士研究生400余人;智能机器人湖北省重点实验室、光学信息与模式识别湖北省重点实验室等平台;武汉区域化工工科高校的计算机与AI应用平台;研究生培养可见;计算机科学与技术入选湖北省一流专业且另有官方项目页称国家一流;软件工程一级学科硕士点;软件工程和智能科学与技术为国家一流专业;软件工程通过工程教育认证;CS 系统/理论路径;OS/体系结构/算法;大类/方向风险;应用/就业导向重;软件就业训练负担
0007-023,浙江工商大学(省重点建设高校),数学与应用数学,math_stat_info,48255,85,浙江,数学与应用数学课程含数学分析、高代、常微分、概率、解析几何、运筹、建模和计算方法，是清洁数学主路径并有计算科学平台。,Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,官方学院页支持统计学博士后博士点和完整培养体系;数学与应用数学本身是清洁数学路径但硬平台主要来自统计与计算科学而非数学一级博士点。,,,complete_postgraduate_platform;cs_systems_gap;degree_platform_adjacent_not_exact_math;math_applied_computing_path;provincial_key_math_signal;statistics_doctoral_platform;专业页显示数学分析、高代、概率、运筹、建模和计算方法等清洁数学计算课程;学院具备本硕博到博士后完整培养体系;杭州数据统计平台强;每年招收硕博研究生;浙江省重点建设高校;统计学一级学科博士点;统计学一级学科硕士点;统计学博士后流动站;统计学学科第四轮评估全国前10%口径;统计学浙江省登峰学科;计算数学浙江省重点学科;计算科学等二级学科硕士点;数值计算/科学计算;数学主线干净
3227-009,江苏科技大学,计算机科学与技术,cs,48263,70,江苏,"The official page title confirms a CS training plan, but the readable artifact has no course table, so a normal CS systems fit is plausible but unverified.",Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,官方学院简介和专业介绍确认国家一流、工程认证、CS/软件/人工智能硕士平台和ESI前1%;但输入培养方案页未直接抽取课程表。,,,2023年通过工程教育专业认证;cs_master_platform;esi_cs_signal;industry_software_college;research_path_unclear;ship_industry_application_bias;training_plan_not_text_readable;在校研究生440余人;机器学习与人工智能、嵌入式系统、智慧海洋与船舶信息处理等研究方向;江苏船舶工业软件和镇江区域工程应用平台;硕士点方向可见;硕导39人;自主增设人工智能一级学科硕士点;计算机科学ESI前1%;计算机科学与技术和软件工程一级学科硕士点;计算机科学与技术国家一流专业;培养方案缺证;CS 系统/理论路径;国家一流专业;工程认证
5107-009,成都信息工程大学,计算机科学与技术,cs,49220,78,四川,官方专业页有课程体系和最低学分，CS基础可用，但培养目标偏应用型软硬件研发、测试维护和产品相关岗位。,Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,Official pages state CS is national first-class plus national feature major plus excellent-engineer plus engineering-accredited; the college has CS first-level master and computer technology or AI professional master fields; CS discipline is C+ and Sichuan first-batch key discipline.,,,ai_graphics_smart_meteorology_hpc_research_directions;ai_prof_master;computer_technology_prof_master;cs_first_level_master;engineering_education_accreditation;excellent_engineer_program;graduate_supervisor_pool;meteorological_it_training_base;national_feature_major;national_first_class_undergrad_major;provincial_collaborative_innovation_and_ai_spatial_info_platforms;receives_recommended_postgraduate_students;sichuan_first_batch_key_discipline;sichuan_provincial_university_cs_leader;CS 系统/理论路径;OS/体系结构/算法;学科评估 C+;应用/就业导向重;软件就业训练负担
6143-012,西安邮电大学,信息与计算科学,math_stat_info,49525,88,陕西,Full plan is a clean math-first information-and-computing path with analysis,Rank is inside 29k-50k after the alignment gate; the strict 50k+ safety audit does not apply.,Official admissions page states the major is a Shaanxi provincial first-class undergraduate major; current school page lists physics and system science first-level master platforms and the 2026推免 notice lists 理学院 physics and system science; institute page supports computation/math research but direct math or CS degree-platform evidence was not found.,,,direct_math_or_cs_master_platform_not_found;information_and_computing_science_institute;information_technology_school_context;math_modeling_and_scientific_computing_training;math_modeling_competition_strength;older_smart_computing_decision_master_claim_uncertain_current_status;physics_and_system_science_tuimian_receive_platform_indirect;postgraduate_platform_indirect;provincial_first_class_undergrad_major;scientific_research_training_course;system_science_master_platform_indirect;低偏离负担;数值计算/科学计算;数学+计算;数学主线干净;数学核心强;需自学 AI;需自学系统
